epoch,step,train_loss,val_loss,validation_accuracy
0,49,0.36326295137405396,,
0,79,,0.5634446740150452,0.7186207175254822
1,99,0.6131555438041687,,
1,149,0.5655244588851929,,
1,159,,0.5440894961357117,0.7282758355140686
2,199,0.7938826084136963,,
2,239,,0.4935130178928375,0.7917241454124451
3,249,0.3647756576538086,,
3,299,0.37746113538742065,,
3,319,,0.4833846688270569,0.7793103456497192
4,349,0.4500979781150818,,
4,399,0.46682706475257874,,
4,399,,0.44437289237976074,0.8027586340904236
5,449,0.27717846632003784,,
5,479,,0.44453519582748413,0.8096551895141602
6,499,0.14823931455612183,,
6,549,0.48203614354133606,,
6,559,,0.48075371980667114,0.8055172562599182
7,599,0.18642067909240723,,
7,639,,0.45294860005378723,0.800000011920929
8,649,0.14357087016105652,,
8,699,0.343607634305954,,
8,719,,0.5405489206314087,0.7765517234802246
9,749,0.36645543575286865,,
9,799,0.267172634601593,,
9,799,,0.47430840134620667,0.8124138116836548
10,849,0.25206512212753296,,
10,879,,0.4610689580440521,0.7931034564971924
11,899,0.20056653022766113,,
11,949,0.24599987268447876,,
11,959,,0.5990161299705505,0.7765517234802246
12,999,0.1599462628364563,,
12,1039,,0.5358288288116455,0.7944827675819397
13,1049,0.10967205464839935,,
13,1099,0.45910027623176575,,
13,1119,,0.5771881937980652,0.7793103456497192
14,1149,0.2319370061159134,,
14,1199,0.16050595045089722,,
14,1199,,0.5935453176498413,0.7806896567344666
